,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,按讚數,食材種類,烹飪步驟,url
267,9776,楊桃,蔗香燴豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn43-032_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0388
268,9826,楊桃,章魚炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yq23-012_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0167
269,9836,楊桃,糖醋魚(7),https://d3l76hx23vw40a.cloudfront.net/recipe/gy20-100_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0963
270,9932,楊桃,培根沙拉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-044b_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1007
271,9946,楊桃,香煎四喜卷,https://d3l76hx23vw40a.cloudfront.net/recipe/whk106-027a_1.jpg,,,3,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3487
272,9973,楊桃,咖哩魚片(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk062-016a_1.jpg,,,0,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1572
273,9984,楊桃,香椿牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk202-020_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0943
274,10023,楊桃,糖醋蛋酥,https://d3l76hx23vw40a.cloudfront.net/recipe/gy18-042_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0411
275,10041,楊桃,粉絲蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/bk99-041_1.jpg,,,0,15,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-258
276,10065,楊桃,新疆風味炒麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-044a_1.jpg,,,0,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-0110
277,10098,楊桃,味噌回鍋肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk82-027_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-474
278,10185,楊桃,糖醋鮮魚(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk46-018b_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-624
279,10192,楊桃,培根奶油洋菇,https://d3l76hx23vw40a.cloudfront.net/recipe/bk122-046_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F03-0061
280,10244,楊桃,三鮮鍋巴,https://d3l76hx23vw40a.cloudfront.net/recipe/gy43-026_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0597
281,10294,楊桃,百合蓮子炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,15,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-002
282,10382,楊桃,蔬菜咖哩(2),https://d3l76hx23vw40a.cloudfront.net/recipe/gy53-020_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0989
283,10387,楊桃,百合彩椒炒蝦仁,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn01-012b_1.jpg,,,0,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0356
284,10436,楊桃,五味炒蛤蜊,https://d3l76hx23vw40a.cloudfront.net/recipe/bk93-043_1.jpg,,,0,6,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-112
285,10505,楊桃,炸鮮魚排燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn02-032_1.jpg,,,0,19,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0705
286,10657,楊桃,糖醋排骨(4),https://d3l76hx23vw40a.cloudfront.net/recipe/bk96-042_1.jpg,,,1,17,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-671
287,10663,楊桃,回鍋肉炒粗麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-043a_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1614
288,10758,楊桃,五彩雞柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk93-045_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-522
289,10935,楊桃,醋酸牛肉羹麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk48-016_1.jpg,,,0,20,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-111
290,10965,楊桃,炸羊肉捲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk051-108_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-0179
291,11021,楊桃,黑椒牛柳(5),https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-088_1.jpg,,,0,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1121
292,11026,楊桃,沙茶牛肉鬆炆伊麵,https://d3l76hx23vw40a.cloudfront.net/recipe/ck36-024_1.jpg,,,0,14,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-357
293,11028,楊桃,粒粒金元寶,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn23-045_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0666
294,11031,楊桃,沙茶羊排燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-039_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-342
295,11050,楊桃,回鍋肉(6),https://d3l76hx23vw40a.cloudfront.net/recipe/gy48-038c_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1761
296,11062,楊桃,核桃炒蝦仁(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yqn69-018a_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0801
297,11079,楊桃,金蒜蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn01-011_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0354
298,11088,楊桃,咕咾肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk128-010a_1.jpg,,,0,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1128
299,11098,楊桃,串燒便當,https://d3l76hx23vw40a.cloudfront.net/recipe/box-069_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-123
300,11131,楊桃,青椒魚片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk121-018b_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0752
301,11132,楊桃,潮州豉椒牛河,https://d3l76hx23vw40a.cloudfront.net/recipe/bk64-041b_1.jpg,,,0,20,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-510
302,11158,楊桃,鐵板炒麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk64-018_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-371
303,11182,楊桃,中式通心粉,https://d3l76hx23vw40a.cloudfront.net/recipe/can-re22_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-054
304,11186,楊桃,鹹鳳梨小魚乾苦瓜,https://d3l76hx23vw40a.cloudfront.net/recipe/bk202-035_1.jpg,,,0,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0642
305,11234,楊桃,糖醋魚片(6),https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,17,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1313
306,11247,楊桃,糖醋燒子排,https://d3l76hx23vw40a.cloudfront.net/recipe/whk088-046a_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1619
307,11332,楊桃,彩椒牛肉蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk158-012_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0710
308,11396,楊桃,炸蛋開花,https://d3l76hx23vw40a.cloudfront.net/recipe/bk57-030a_1.jpg,,,0,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-077
309,11436,楊桃,糖醋排骨,https://d3l76hx23vw40a.cloudfront.net/recipe/sauce-77b_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-089
310,11452,楊桃,黃耆糖醋排骨,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn59-016a_1.jpg,,,0,19,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2244
311,11505,楊桃,沙茶鹹酥雞燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/hq27-028_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-452
312,11506,楊桃,豉椒肉片麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy33-038b_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1593
313,11507,楊桃,蕃茄蝦球,https://d3l76hx23vw40a.cloudfront.net/recipe/bk118-032b_1.jpg,,,0,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0374
314,11519,楊桃,宮保鮮魷,https://d3l76hx23vw40a.cloudfront.net/recipe/yq22-014_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0165
315,11552,楊桃,糖醋燒肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk125-012_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1114
316,11555,楊桃,辣子雞丁(2),https://d3l76hx23vw40a.cloudfront.net/recipe/chicken-74_1.jpg,,,0,18,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-110
317,11564,楊桃,鳳梨排骨,https://d3l76hx23vw40a.cloudfront.net/recipe/wbk07-re07_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-022
318,11578,楊桃,花枝招展,https://d3l76hx23vw40a.cloudfront.net/recipe/bk85-036b_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-117
319,11667,楊桃,馬蹄炒羊丁,https://d3l76hx23vw40a.cloudfront.net/recipe/bk46-017a_1.jpg,,,0,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-024
320,11680,楊桃,腰果雞丁(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk43-071a_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-535
321,11682,楊桃,薏仁炒魚丁,https://d3l76hx23vw40a.cloudfront.net/recipe/bk217-042b_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1444
322,11704,楊桃,XO醬煎雙寶,https://d3l76hx23vw40a.cloudfront.net/recipe/ck55-025_1.jpg,,,0,18,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1040
323,11770,楊桃,X.O醬炒牛蒡,https://d3l76hx23vw40a.cloudfront.net/recipe/whk25-052a_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-124
324,11789,楊桃,木須炒蛋(3),https://d3l76hx23vw40a.cloudfront.net/recipe/whk115-058a_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-1058
325,11793,楊桃,焗烤雞排(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk144-036_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1159
326,11795,楊桃,五彩牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk112-033_1.jpg,,,0,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0444
327,11872,楊桃,芙蓉煎蛋(1),https://d3l76hx23vw40a.cloudfront.net/recipe/gy53-072b_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0501
328,11890,楊桃,鵲巢黑椒牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/bk79-028_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-262
329,11946,楊桃,糖醋排骨蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk158-015_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1544
330,11980,楊桃,醬爆雞丁(6),https://d3l76hx23vw40a.cloudfront.net/recipe/whk091-040_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2191
331,11996,楊桃,青椒牛肉絲(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk44-083_1.jpg,,,0,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-224
332,12009,楊桃,沙茶牛肉河粉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk99-024_1.jpg,,,0,11,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-697
333,12031,楊桃,沙嗲咖哩魚,https://d3l76hx23vw40a.cloudfront.net/recipe/gy30-067_1.jpg,,,0,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0971
334,12084,楊桃,雞腿什蔬燒,https://d3l76hx23vw40a.cloudfront.net/recipe/whk094-086_1.jpg,,,1,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2120
335,12089,楊桃,沙茶羊肉(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk102-015a_1.jpg,,,0,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-068
336,12095,楊桃,甜椒豬肉蒸餃,https://d3l76hx23vw40a.cloudfront.net/recipe/bk109-027_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-0939
337,12113,楊桃,糖醋黃魚(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk058-100_1.jpg,,,0,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1568
338,12143,楊桃,麻辣爆雞丁,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn35-009b_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1396
339,12184,楊桃,三色炒年糕,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn05-005b_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0784
340,12192,楊桃,洋蔥鮮魷,https://d3l76hx23vw40a.cloudfront.net/recipe/bk188-031_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0414
341,12197,楊桃,糖醋丸子(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk169-016_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1686
342,12214,楊桃,黑胡椒豬排(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk063-092a_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2866
343,12233,楊桃,梨子醬飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk60-034_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-492
344,12253,楊桃,沙嗲爆雞球,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn23-016_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0969
345,12268,楊桃,八寶辣醬包,https://d3l76hx23vw40a.cloudfront.net/recipe/ck90-024_1.jpg,,,0,22,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0973
346,12290,楊桃,宮保雞丁(4),https://d3l76hx23vw40a.cloudfront.net/recipe/yq22-007_1.jpg,,,0,19,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0655
347,12317,楊桃,咕咾肉燴飯(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-031_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-334
348,12333,楊桃,香燴素煲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk054-041_1.jpg,,,0,11,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0713
349,12344,楊桃,香烤海鮮串,https://d3l76hx23vw40a.cloudfront.net/recipe/bk99-030a_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-124
350,12347,楊桃,蓮霧生炒肉片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk29-110_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-316
351,12366,楊桃,糖醋魚(4),https://d3l76hx23vw40a.cloudfront.net/recipe/bk98-017_1.jpg,,,0,12,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-550
352,12429,楊桃,酸辣拌豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/whk30-105_1.jpg,,,0,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-057
353,12441,楊桃,彩椒茄子,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0635
354,12448,楊桃,花雕雞(1),https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,16,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1579
355,12576,楊桃,醋溜雞片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-050b_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2271
356,12596,楊桃,青椒牛柳炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-017a_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-319
357,12619,楊桃,松子牛肉鬆,https://d3l76hx23vw40a.cloudfront.net/recipe/whk36-032b_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-212
358,12645,楊桃,彩椒雞絲炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yq23-011_1.jpg,,,0,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0657
359,12669,楊桃,叉燒什錦炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yq23-017_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-0821
360,12716,楊桃,五彩糖醋魚(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk088-026b_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1718
361,12720,楊桃,糖醋魚(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk34-087_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-311
362,12736,楊桃,五彩腰花,https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-014c_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F08-0055
363,12770,楊桃,宮保雞丁(3),https://d3l76hx23vw40a.cloudfront.net/recipe/bk104-034_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-636
364,12816,楊桃,麻辣肉丁,https://d3l76hx23vw40a.cloudfront.net/recipe/whk084-032a_1.jpg,,,0,18,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3330
365,12845,楊桃,黑椒炒三鮮,https://d3l76hx23vw40a.cloudfront.net/recipe/bk196-025a_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0478
366,12859,楊桃,腰果蝦仁(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-091_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-1073
367,13010,楊桃,五花肉片炒彩椒,https://d3l76hx23vw40a.cloudfront.net/recipe/whk088-061b_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3240
368,13023,楊桃,回鍋肉包,https://d3l76hx23vw40a.cloudfront.net/recipe/ck90-028_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1383
369,13024,楊桃,彩椒牛蒡絲,https://d3l76hx23vw40a.cloudfront.net/recipe/bk122-018_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0618
370,13053,楊桃,醬爆蝦球,https://d3l76hx23vw40a.cloudfront.net/recipe/bk121-024_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0398
371,13075,楊桃,三絲鴨脯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk98-035_1.jpg,,,0,11,9,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A05-048
372,13098,楊桃,雪花桃仁,https://d3l76hx23vw40a.cloudfront.net/recipe/dry-063_1.jpg,,,0,6,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A06-004
373,13172,楊桃,糖醋魚(12),https://d3l76hx23vw40a.cloudfront.net/recipe/whk094-020a_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1726
374,13177,楊桃,糖醋魚片(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk43-078_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-539
375,13188,楊桃,脆炒牛柳佐芋筍條,https://d3l76hx23vw40a.cloudfront.net/recipe/whk32-086a_1.jpg,,,0,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-165
376,13191,楊桃,回鍋肉(2),https://d3l76hx23vw40a.cloudfront.net/recipe/bk108-014_1.jpg,,,0,14,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-0837
377,13220,楊桃,豆豉雞,https://d3l76hx23vw40a.cloudfront.net/recipe/chicken-66_1.jpg,,,1,17,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-064
378,13256,楊桃,糖醋魚片(8),https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-019b_1.jpg,,,0,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1542
379,13270,楊桃,糖醋魚(11),https://d3l76hx23vw40a.cloudfront.net/recipe/whk088-051b_1.jpg,,,0,18,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1623
380,13325,楊桃,心心相映,https://d3l76hx23vw40a.cloudfront.net/recipe/bk85-041a_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-436
381,13331,楊桃,照燒蓮藕肉丸子,https://d3l76hx23vw40a.cloudfront.net/recipe/whk082-038a_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3211
382,13387,楊桃,寶島炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck67-024_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0788
383,13410,楊桃,正台灣味的五柳魚,https://d3l76hx23vw40a.cloudfront.net/recipe/m558_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1356
384,13539,楊桃,燻雞肉鹹蛋糕,https://d3l76hx23vw40a.cloudfront.net/recipe/qk16-039_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-1482
385,13549,楊桃,片炒時蔬,https://d3l76hx23vw40a.cloudfront.net/recipe/whk088-057a_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1629
386,13589,楊桃,蒜味牛小排,https://d3l76hx23vw40a.cloudfront.net/recipe/bk46-019_1.jpg,,,0,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-104
387,13680,楊桃,沙茶香菇串,https://d3l76hx23vw40a.cloudfront.net/recipe/bk99-031_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-108
388,13715,楊桃,燴素菜,https://d3l76hx23vw40a.cloudfront.net/recipe/sauce-54b_1.jpg,,,0,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-019
389,13785,楊桃,紅燒土司,https://d3l76hx23vw40a.cloudfront.net/recipe/gy23-073_1.jpg,,,0,13,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-1214
390,13825,楊桃,圓圓得意,https://d3l76hx23vw40a.cloudfront.net/recipe/bk85-037b_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-554
391,13910,楊桃,咖哩炒魚片,https://d3l76hx23vw40a.cloudfront.net/recipe/bk90-033_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-510
392,13947,楊桃,涼拌鳳梨苦瓜,https://d3l76hx23vw40a.cloudfront.net/recipe/whk085-105a_1.jpg,,,0,9,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0873
393,14005,楊桃,紅燜青紅椒,https://d3l76hx23vw40a.cloudfront.net/recipe/bk214-032b_1.jpg,,,0,11,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0650
394,14056,楊桃,火焰黃金盞,https://d3l76hx23vw40a.cloudfront.net/recipe/whk087-023_1.jpg,,,0,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0826
395,14067,楊桃,三色蝦球,https://d3l76hx23vw40a.cloudfront.net/recipe/whk077-103_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-1094
396,14119,楊桃,地蠶炒牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/whk36-034a_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-214
397,14126,楊桃,蜜椒田雞腿,https://d3l76hx23vw40a.cloudfront.net/recipe/sogo-120b_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-128
398,14204,楊桃,百花香糟斑片,https://d3l76hx23vw40a.cloudfront.net/recipe/whk41-057a_1.jpg,,,0,18,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-535
399,14469,楊桃,宮保雞丁(18),https://d3l76hx23vw40a.cloudfront.net/recipe/whk078-093a_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2002
400,14537,楊桃,糖醋魚片(7),https://d3l76hx23vw40a.cloudfront.net/recipe/m196_1.jpg,,,0,13,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1345
401,14560,楊桃,牛蒡蝦仁,https://d3l76hx23vw40a.cloudfront.net/recipe/whk068-034a_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0983
