,index,Website,食譜名稱,圖片連結,點擊次數,烹飪時間,按讚數,食材種類,烹飪步驟,url
536,18715,楊桃,野菇香酥球,https://d3l76hx23vw40a.cloudfront.net/recipe/yt20-028_1.jpg,,,0,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0186
537,18734,楊桃,有機蔬菜沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,9,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-052
538,18828,楊桃,燜烤甜椒,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,4,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-088
539,18861,楊桃,焗烤甜椒透抽,https://d3l76hx23vw40a.cloudfront.net/recipe/whk105-076a_1.jpg,,,0,6,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0710
540,18865,楊桃,醋溜土豆櫻花蝦,https://d3l76hx23vw40a.cloudfront.net/recipe/whk085-097_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1688
541,18884,楊桃,洋蔥水晶魚皮,https://d3l76hx23vw40a.cloudfront.net/recipe/whk085-093_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-1784
542,18891,楊桃,雪白菇拌蝦仁,https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-104a_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0611
543,18901,楊桃,彩椒拌雞絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk109-026_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-2484
544,18935,楊桃,油醋拌香腸,https://d3l76hx23vw40a.cloudfront.net/recipe/whk085-092a_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-3370
545,18949,楊桃,蜂蜜漬烤彩椒,https://d3l76hx23vw40a.cloudfront.net/recipe/whk114-026_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-1030
546,18977,楊桃,炙烤食蔬沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk110-006a_1.jpg,,,1,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0966
547,19071,楊桃,香料拌煎時蔬,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-077b_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-1014
548,19231,楊桃,培根蘆筍捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-037_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-0539
549,19524,楊桃,芥蘭燴三鮮,https://d3l76hx23vw40a.cloudfront.net/recipe/whk091-036a_1.jpg,,,0,17,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1702
550,19537,楊桃,韓式馬鈴薯湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk092-099_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1714
551,19573,楊桃,筍香炒肉絲,https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-086a_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1770
552,19635,楊桃,起司焗馬鈴薯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk109-098b_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F01-1967
553,19849,楊桃,蕃茄絞肉炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk183-020_1.jpg,,,0,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-0588
554,20297,楊桃,泰式鳳梨炒飯(3),https://d3l76hx23vw40a.cloudfront.net/recipe/whk103-102a_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F07-1191
555,20440,楊桃,彩蔬鮮菇比薩,https://d3l76hx23vw40a.cloudfront.net/recipe/gy69-018a_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0285
556,20462,楊桃,蕃茄野菇三椒義大利麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk39-037c_1.jpg,,,0,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-086
557,20492,楊桃,生菜香菇包飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk20-058_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-037
558,20529,楊桃,養生彩椒鮮菇,https://d3l76hx23vw40a.cloudfront.net/recipe/whk109-056_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0647
559,20535,楊桃,奶油起司焗蕈菇,https://d3l76hx23vw40a.cloudfront.net/recipe/whk111-006a_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0624
560,20558,楊桃,炙烤鮑菇蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk104-101_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F06-0617
561,20741,楊桃,蛤蜊馬鈴薯濃湯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk26-032a_1.jpg,,,0,14,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-035
562,20806,楊桃,希臘風味牛肉湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk16-114_1.jpg,,,0,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-060
563,20829,楊桃,菜蕃茄冷湯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk049-038b_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0686
564,20893,楊桃,泰式酸辣湯(3),https://d3l76hx23vw40a.cloudfront.net/recipe/whk083-044_1.jpg,,,0,10,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-1097
565,21167,楊桃,串燒三明治,https://d3l76hx23vw40a.cloudfront.net/recipe/bk27-035a_1.jpg,,,1,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-084
566,21191,楊桃,鐵板牛柳比薩,https://d3l76hx23vw40a.cloudfront.net/recipe/gy69-017_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0808
567,21206,楊桃,義大利肉醬寬麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk89-024b_1.jpg,,,0,7,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-326
568,21212,楊桃,日式炒牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/bk70-044a_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-182
569,21223,楊桃,彩椒牛肉義大利麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk35-068a_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-199
570,21226,楊桃,黑胡椒牛肉口袋餅,https://d3l76hx23vw40a.cloudfront.net/recipe/gy44-026b_1.jpg,,,0,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0747
571,21271,楊桃,香辣經典牛肉寬麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk89-037b_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-328
572,21275,楊桃,超級什錦比薩,https://d3l76hx23vw40a.cloudfront.net/recipe/gy69-015_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-0806
573,21339,楊桃,青椒牛肉絲(4),https://d3l76hx23vw40a.cloudfront.net/recipe/whk096-100a_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1208
574,21360,楊桃,青椒黃瓜牛肉盅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk089-075b_1.jpg,,,0,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1152
575,21383,楊桃,地中海燉牛肉,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-035_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1268
576,21385,楊桃,黑胡椒烤牛小排(1),https://d3l76hx23vw40a.cloudfront.net/recipe/whk110-052b_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1234
577,21409,楊桃,牛肉片拌鷹嘴豆,https://d3l76hx23vw40a.cloudfront.net/recipe/whk097-098_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A01-1222
578,21443,楊桃,蔬菜咖哩飯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck62-026_1.jpg,,,0,18,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0295
579,21467,楊桃,三色甜椒時蔬紅花飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-041a_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0725
580,21470,楊桃,甜椒芥茉籽扁寬麵,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn21-037_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0367
581,21481,楊桃,彩椒汁,https://d3l76hx23vw40a.cloudfront.net/recipe/gg22-047a_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0376
582,21486,楊桃,咖哩南瓜義大利圓麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk89-032a_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-175
583,21525,楊桃,甘甜彩椒茄子,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0803
584,21527,楊桃,乾煸香魚,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,4,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-013
585,21546,楊桃,三色甜椒醬,https://d3l76hx23vw40a.cloudfront.net/recipe/whk072-091b_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0788
586,21578,楊桃,香烤時蔬,https://d3l76hx23vw40a.cloudfront.net/recipe/whk098-026a_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-0895
587,21626,楊桃,起司螺旋麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk109-096a_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F04-1055
588,21670,楊桃,西洋海鮮起士烤飯,https://d3l76hx23vw40a.cloudfront.net/recipe/gy03-100_1.jpg,,,0,20,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0238
589,21678,楊桃,焗海鮮咖哩飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/ck62-033_1.jpg,,,0,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0214
590,21680,楊桃,蝦醬炒飯(1),https://d3l76hx23vw40a.cloudfront.net/recipe/yq23-021_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0168
591,21682,楊桃,海鮮披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-025a_1.jpg,,,0,12,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0564
592,21699,楊桃,什錦咖哩飯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck62-027b_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0213
593,21731,楊桃,五彩炒海蜇,https://d3l76hx23vw40a.cloudfront.net/recipe/whk100-129b_1.jpg,,,0,13,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B04-0681
594,21797,楊桃,米飯披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn32-046_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-0933
595,21812,楊桃,葡式燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-040_1.jpg,,,1,16,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-343
596,21863,楊桃,西班牙海鮮燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-038_1.jpg,,,0,18,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-341
597,21909,楊桃,椰汁咖哩燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-044_1.jpg,,,0,13,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-347
598,21929,楊桃,義大利蔬菜肉醬飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk35-045a_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-389
599,21940,楊桃,南洋椰汁燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/bk34-036_1.jpg,,,0,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-340
600,21999,楊桃,海鮮咖哩飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk24-142_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-357
601,22077,楊桃,天丼便當,https://d3l76hx23vw40a.cloudfront.net/recipe/box-070_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-146
602,22096,楊桃,焗烤年糕土司,https://d3l76hx23vw40a.cloudfront.net/recipe/whk100-132b_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-1136
603,22097,楊桃,天丼,https://d3l76hx23vw40a.cloudfront.net/recipe/whk11-1162_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-106
604,22138,楊桃,沙嗲餐盒,https://d3l76hx23vw40a.cloudfront.net/recipe/box-095_1.jpg,,,0,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-139
605,22142,楊桃,咕咾肉便當,https://d3l76hx23vw40a.cloudfront.net/recipe/box-162_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-163
606,22144,楊桃,串燒餐盒,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G01-085
607,22242,楊桃,香橙蝦通心冷麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk055-010a_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0921
608,22507,楊桃,西班牙蛋卷土司,https://d3l76hx23vw40a.cloudfront.net/recipe/bk27-022_1.jpg,,,0,13,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-041
609,22657,楊桃,田園披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb16-039_1.jpg,,,0,14,8,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-687
610,22668,楊桃,沙爹串,https://d3l76hx23vw40a.cloudfront.net/recipe/bk50-027a_1.jpg,,,0,20,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I02-058
611,22871,楊桃,蔬菜清醬義大利麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk31-035_1.jpg,,,0,11,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-234
612,22883,楊桃,優格蕃茄蔬菜汁,https://d3l76hx23vw40a.cloudfront.net/recipe/bk26-041_1.jpg,,,0,8,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I01-104
613,23164,楊桃,甜椒油醋沙拉,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,1,9,1,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-198
614,23234,楊桃,青紅椒炒烤麩,https://d3l76hx23vw40a.cloudfront.net/recipe/dry-044_1.jpg,,,0,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-023
615,23257,楊桃,拿坡里披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/00_1.jpg,,,1,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-032
616,23313,楊桃,素什錦蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-108a_1.jpg,,,1,14,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0275
617,23410,楊桃,香椿燒豆腐,https://d3l76hx23vw40a.cloudfront.net/recipe/whk099-045b_1.jpg,,,0,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0574
618,23425,楊桃,素宮保雞丁蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-110a_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0633
619,23445,楊桃,泰式煎豆腐蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk104-103a_1.jpg,,,0,19,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0610
620,23486,楊桃,糖醋豆腐(2),https://d3l76hx23vw40a.cloudfront.net/recipe/whk095-095a_1.jpg,,,0,12,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=D01-0586
621,23495,楊桃,茄汁素魚片蓋飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk107-111b_1.jpg,,,0,17,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=E01-0277
622,23601,楊桃,咖哩羊肉捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk100-125_1.jpg,,,1,16,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A04-0217
623,23721,楊桃,鹹蛋拌青椒,https://d3l76hx23vw40a.cloudfront.net/recipe/whk116-069b_1.jpg,,,0,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=F02-1123
624,23795,楊桃,披薩(平底鍋),https://d3l76hx23vw40a.cloudfront.net/recipe/whk47-040b_1.jpg,,,0,17,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1300
625,23874,楊桃,綠咖哩醬,https://d3l76hx23vw40a.cloudfront.net/recipe/bk74-015_1.jpg,,,4,19,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-468
626,23904,楊桃,炒烏龍麵(1),https://d3l76hx23vw40a.cloudfront.net/recipe/bk154-034_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1558
627,23923,楊桃,雙味土司披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/bk27-040_1.jpg,,,1,16,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-164
628,24280,楊桃,海鮮義大利麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk128-032a_1.jpg,,,1,21,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-0219
629,24332,楊桃,BBQ烤肉捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-030_1.jpg,,,1,15,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-0995
630,24382,楊桃,披薩土司,https://d3l76hx23vw40a.cloudfront.net/recipe/whk066-091a_1.jpg,,,30,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2934
631,24457,楊桃,義大利海鮮燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn02-040_1.jpg,,,0,16,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-0706
632,24612,楊桃,蒜香雞排燴飯,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn02-036_1.jpg,,,0,21,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0719
633,24757,楊桃,鮪魚披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/pm-re147_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-008
634,24783,楊桃,美式千島醬,https://d3l76hx23vw40a.cloudfront.net/recipe/sk03-052a_1.jpg,,,0,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I03-0950
635,24894,楊桃,臘腸披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-036b_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-646
636,24906,楊桃,鮪魚乳酪餅乾,https://d3l76hx23vw40a.cloudfront.net/recipe/whk42-107b_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B01-537
637,25023,楊桃,芝士烤土司,https://d3l76hx23vw40a.cloudfront.net/recipe/gy23-078b_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-1216
638,25035,楊桃,咖哩義大利水管麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk89-031_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-556
639,25052,楊桃,燻雞肉蘑菇披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/hq02-021_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-517
640,25102,楊桃,青椒鹹派塔餅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk12-135_1.jpg,,,0,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-053
641,25250,楊桃,肉燥海鮮PIZZA,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn67-044_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0774
642,25276,楊桃,海陸方形披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/bk44-045a_1.jpg,,,0,10,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-282
643,25331,楊桃,鳳梨火腿起司捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-031b_1.jpg,,,0,8,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-0997
644,25361,楊桃,燻雞捲餅,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-015_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0729
645,25394,楊桃,海鮮冷麵,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-094_1.jpg,,,0,22,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-402
646,25422,楊桃,披薩塔,https://d3l76hx23vw40a.cloudfront.net/recipe/mould-090_1.jpg,,,0,15,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-121
647,25429,楊桃,美式海鮮炒飯,https://d3l76hx23vw40a.cloudfront.net/recipe/ck67-034_1.jpg,,,0,13,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0394
648,25448,楊桃,帕瑪森起士烤土司,https://d3l76hx23vw40a.cloudfront.net/recipe/gy03-081_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=I02-0186
649,25493,楊桃,羅勒墨魚麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk42-040_1.jpg,,,0,14,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-269
650,25559,楊桃,乳酪可頌,https://d3l76hx23vw40a.cloudfront.net/recipe/whk17-130_1.jpg,,,0,9,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-200
651,25575,楊桃,紅甜椒豚肉焗飯,https://d3l76hx23vw40a.cloudfront.net/recipe/gy69-043a_1.jpg,,,0,8,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-1903
652,25596,楊桃,彩椒時蔬披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-035_1.jpg,,,0,10,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-644
653,25644,楊桃,蜜汁烤雞捲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-018b_1.jpg,,,0,11,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0732
654,25788,楊桃,法蘭克福米粒麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk89-043b_1.jpg,,,0,8,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-608
655,25813,楊桃,翠綠火腿沙拉水管麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk89-044b_1.jpg,,,0,7,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-609
656,25869,楊桃,芝心風情披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-040_1.jpg,,,0,8,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-649
657,25923,楊桃,芝麻脆皮彩椒披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/bk44-045b_1.jpg,,,0,9,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-283
658,25930,楊桃,蔬菜起士千層麵,https://d3l76hx23vw40a.cloudfront.net/recipe/gy03-096_1.jpg,,,0,18,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-1074
659,25977,楊桃,起司蛋燒餅,https://d3l76hx23vw40a.cloudfront.net/recipe/whk066-094b_1.jpg,,,0,10,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=C01-0820
660,25995,楊桃,美式海鮮飯,https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-040a_1.jpg,,,0,15,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B03-0930
661,26004,楊桃,大蒜麵包比薩,https://d3l76hx23vw40a.cloudfront.net/recipe/whk13-141_1.jpg,,,0,5,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-051
662,26014,楊桃,奇異果牛柳,https://d3l76hx23vw40a.cloudfront.net/recipe/whk31-116_1.jpg,,,0,13,6,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-428
663,26023,楊桃,什錦哈辣披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/yb11-034_1.jpg,,,0,12,5,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-643
664,26049,楊桃,烤小披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/whk11-1241_1.jpg,,,0,9,3,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=H02-069
665,26066,楊桃,柳橙雞丁捲,https://d3l76hx23vw40a.cloudfront.net/recipe/yqn03-016_1.jpg,,,0,18,7,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A03-0730
666,26071,楊桃,薰衣草蛤蜊麵,https://d3l76hx23vw40a.cloudfront.net/recipe/bk42-016a_1.jpg,,,0,12,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=B02-040
667,26098,楊桃,蝴蝶通心粉餐盒,https://d3l76hx23vw40a.cloudfront.net/recipe/box-085_1.jpg,,,0,13,2,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=G02-049
668,26169,楊桃,培根青蔬披薩,https://d3l76hx23vw40a.cloudfront.net/recipe/whk056-026a_1.jpg,,,0,12,4,https://www.ytower.com.tw/recipe/iframe-recipe.asp?seq=A02-2765
